"","Albania","Algeria","Argentina","Armenia","Australia","Austria","Bahrain","Bangladesh","Belgium","Benin","Bolivia","Botswana","Brazil","Bulgaria","Burundi","Cambodia","Cameroon","Canada","Central African Republic","Chile","China","Colombia","Costa Rica","Croatia","Cuba","Denmark","Dominican Republic","Ecuador","Egypt","El Salvador","Estonia","Finland","France","Germany","Ghana","Greece","Guatemala","Haiti","Honduras","Hungary","India","Indonesia","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kuwait","Kyrgyzstan","Latvia","Lesotho","Liberia","Lithuania","Malawi","Malaysia","Mali","Mauritania","Mauritius","Mexico","Moldova","Mongolia","Morocco","Mozambique","Namibia","Nepal","Netherlands","New Zealand","Nicaragua","Niger","Norway","Pakistan","Panama","Paraguay","Peru","Philippines","Poland","Portugal","Romania","Russia","Rwanda","Saudi Arabia","Senegal","Sierra Leone","Singapore","Slovakia","Slovenia","South Africa","South Korea","Spain","Sri Lanka","Sweden","Switzerland","Tajikistan","Tanzania","Thailand","Togo","Trinidad and Tobago","Tunisia","Turkey","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Venezuela","Yemen","Zambia","Zimbabwe"
"GE_status","Medium","Low","Medium","Medium","Medium","High","Low","Low","Medium","Medium","Medium","High","Medium","High","Medium","Medium","Low","High","Low","Medium","Medium","Medium","Medium","High","High","High","Medium","Medium","Low","Medium","High","High","Medium","High","Medium","Medium","Low","Low","Medium","High","Low","Medium","Low","Low","Medium","Medium","Medium","Medium","Medium","Low","High","Low","Low","High","High","Medium","Low","High","Medium","Medium","Low","Low","Medium","Medium","High","High","Low","Medium","Medium","Low","High","High","Medium","Low","High","Low","Medium","Medium","Medium","Medium","High","Medium","High","Medium","Medium","Low","Medium","Low","Medium","High","High","High","Medium","Medium","Medium","High","Medium","Medium","Medium","Medium","Low","Medium","Low","Low","Medium","High","Low","High","High","Medium","Medium","Low","Low","Medium"
"2002","67.81942","61.92719","78.60498","70.45399","78.65244","80.94614","60.49052","53.91543","77.89848","64.20215","67.18056","74.45617","71.26836","79.74937","70.63721","72.77365","59.93314","77.77439","61.85182","69.56904","69.36181","73.34750","80.29048","73.43493","76.45194","85.34151","72.09162","72.76330","57.24527","69.26126","76.85449","86.24084","74.51372","81.29623","68.87637","68.51321","60.29775","61.80145","66.98928","72.51462","57.37386","65.79271","61.76393","56.39674","73.15827","72.72780","68.56620","72.69443","68.04153","60.05996","73.79549","68.17135","58.46153","71.37791","77.18345","71.24411","55.41527","75.25427","66.59171","68.11404","57.83839","60.37495","63.22837","69.76220","74.89528","74.97685","62.18784","74.32546","78.97270","59.69592","83.57824","80.80180","68.57489","51.82636","85.58637","60.13338","69.46083","64.75129","71.62176","72.72580","77.11163","77.24658","69.27292",NA,"75.73396","56.46466","67.60387","59.95226","70.93413","75.39597","74.71893","80.94862","66.84379","77.86971","66.22031","92.20303","76.41667","69.51030","70.36561","74.53616","62.85862","73.20814","62.91910","58.66181","69.98986","71.30157","60.27535","74.12067","75.00117","73.02785","67.58059","56.21492","64.68870","67.41531"
"2003","65.30310","61.14203","77.89756","71.09109","78.16832","81.04241","61.01134","54.69856","80.92169","62.85792","72.60588","77.13788","71.22063","79.15587","71.30745","72.21324","64.49582","78.04537","60.38398","69.91455","71.85576","71.55718","79.45829","75.17318","80.97717","85.09374","71.28186","73.43101","57.73213","68.44802","77.68564","86.85161","72.80002","82.05596","68.51231","68.18909","61.00116","61.22540","64.19922","73.72081","60.21336","65.27754","61.23099","55.08718","73.27089","73.74238","69.01646","73.04612","70.21317","61.59014","73.71310","66.42829","57.99940","69.00200","77.33031","70.49843","56.42526","75.96315","67.35904","67.01385","57.16884","60.45485","64.06813","71.28476","75.68928","73.21710","63.14051","73.14222","78.00163","60.53717","84.34095","80.53664","68.03781","52.01567","86.18466","62.66456","68.64155","67.06139","72.67749","72.65345","76.89569","76.12661","69.62835",NA,"90.18131","58.01445","67.08831","64.88712","72.84520","75.89350","73.90817","81.74702","67.95821","77.68134","63.38919","92.61687","77.24516","72.40220","71.75632","72.71809","59.09013","72.15052","62.97236","58.06092","71.34060","72.89816","60.53057","75.85828","74.72871","73.53097","68.01649","57.95786","63.28403","70.73864"
"2004"," 66.44943"," 58.83034"," 74.28085"," 69.38375"," 74.70102"," 76.61363"," 61.01134"," 59.35026"," 73.44116"," 64.25182"," 67.38916"," 74.10802"," 71.60685"," 78.65406"," 71.47999"," 72.20215"," 63.54454"," 76.15428"," 62.12828"," 67.94286"," 69.81685"," 71.42822"," 70.54846"," 72.93329"," 75.59877"," 83.19368"," 68.51927"," 68.91979"," 57.08092"," 69.26487"," 76.11277"," 85.60176"," 72.18297"," 78.53065"," 65.58265"," 66.57708"," 62.63822","  0.00000"," 66.24557"," 72.60857"," 58.45421"," 65.76250"," 58.81638"," 57.84792"," 71.17295"," 71.08798"," 69.20753"," 72.67764"," 69.07255"," 59.53672"," 72.34815"," 64.06365"," 60.84644"," 70.15856"," 76.95939"," 68.69007","100.00000"," 78.38786"," 65.97516"," 65.61757"," 56.23779"," 57.51389"," 64.44977"," 68.49438"," 77.01314"," 71.24418"," 58.12875"," 68.02060"," 70.25142"," 60.45374"," 80.33691"," 80.85290"," 67.42293"," 52.18593"," 85.56313"," 54.24792"," 67.74148"," 65.24907"," 68.66446"," 70.33138"," 76.32197"," 73.22918"," 71.80830"," 71.73214"," 72.32215"," 58.01445"," 67.90329"," 60.88833"," 67.37696"," 73.81010"," 73.52632"," 80.93000"," 66.73616"," 74.16935"," 64.93662"," 88.79218"," 74.85834"," 69.80045"," 67.12220"," 70.39851"," 63.43737"," 71.35189"," 61.22393"," 59.46542"," 67.15682"," 72.16085"," 61.85996"," 73.71503"," 73.90407"," 70.77061"," 67.60393"," 56.28979"," 62.78262"," 68.56065"
"2005","66.50432","58.82504","74.28198","69.21794","74.73863","76.66968","61.01134","59.53969","73.43825","64.25828","70.00515","74.50029","71.69059","78.40632","72.61594","72.19961","61.97104","76.09459","62.15969","69.20067","45.74855","71.44535","70.57789","72.93329","75.54244","83.19368","68.51982","68.91979","56.61381","69.27990","76.11959","85.66713","72.19189","78.51510","65.57966","66.57298","62.63182","61.11253","63.54515","72.59845","58.45904","65.76406","58.86737","57.84792","71.14843","71.11367","69.14091","72.53491","69.09193","59.52729","72.33435","64.06216","63.53352","63.67822","81.63416","68.68101","60.60049","78.20079","65.98015","65.63635","56.24454","57.51532","64.27144","68.54394","77.66698","71.27661","58.15570","68.02838","74.66992","60.44237","80.52062","77.81330","67.65746","52.18656","86.13196","54.28761","67.73181","65.20203","68.66172","70.33197","76.21042","73.40359","71.82536","71.63009","72.32182","58.01445","68.43968","60.88063","67.36314","73.80587","73.52037","82.46702","67.35443","74.15935","64.95359","88.78090","74.84525","69.86996","67.33034","70.54365","63.43742","71.33962","61.22667","59.46788","67.16862","72.19085","61.83490","73.72244","73.91275","70.77349","67.61829","54.68804","62.76052","70.28948"
"2006"," 66.27375"," 58.81868"," 74.28311"," 69.01067"," 74.77624"," 76.69210"," 61.01134"," 59.55442"," 73.43680"," 65.66350"," 67.38916"," 74.94860"," 71.77433"," 78.60451"," 72.79916"," 72.19200"," 61.97824"," 76.06474"," 62.15969"," 68.01100"," 69.72383"," 71.43250"," 70.58181"," 73.04390"," 75.35936"," 83.20540"," 68.52145"," 68.95282"," 56.61544"," 69.40007"," 76.14686"," 85.76520"," 72.19189"," 78.56176"," 65.57466"," 66.57708"," 62.63822"," 69.44946"," 65.87634"," 72.56603"," 58.62456"," 65.76510"," 61.24304"," 58.10746"," 71.14434"," 71.10511"," 68.04170"," 72.53557"," 69.09790"," 59.57446"," 72.34125"," 63.86949"," 61.80604"," 63.57021"," 76.66346"," 68.68101"," 60.93716"," 78.46269"," 66.00007"," 65.65890"," 56.32213"," 57.59777"," 64.26680"," 68.54890"," 77.77595"," 72.68758"," 60.30195"," 68.03616"," 70.25134"," 60.42817"," 80.97990"," 77.77792"," 67.38943"," 52.18719"," 85.53907"," 54.37141"," 67.73503"," 65.24907"," 68.58510"," 70.33138"," 76.15465"," 73.51986"," 71.89361"," 71.42598"," 72.32141"," 58.01445"," 68.43968"," 60.86523"," 67.28712"," 74.61714"," 73.52870"," 81.85221"," 66.69150"," 74.14934"," 64.95698"," 88.78090"," 74.82561"," 69.88565"," 67.37416"," 70.37618"," 63.43747"," 71.33962"," 61.22301"," 60.11837"," 67.93706"," 72.73087"," 60.97944"," 73.72984"," 73.90841"," 70.76341"," 67.61829","  0.00000"," 62.72001","100.00000"
"2007","66.28473","58.80173","74.28367","68.07797","74.77624","76.74814","61.01134","59.56074","73.43534","64.31205","69.97152","75.22879","71.94182","78.65406","72.98237","72.16577","62.03586","76.04981","62.15759","68.03047","69.53779","71.42394","70.60535","72.96094","75.44386","83.18196","68.52009","68.95649","57.08093","69.45640","76.10595","85.86326","72.28109","78.56176","65.57367","66.93689","62.70542","65.77140","65.86158","72.56401","58.46306","65.76926","58.87664","57.86980","71.11981","72.55111","63.31642","72.53819","69.11131","59.59804","72.52754","64.05829","61.81091","72.04867","76.66346","68.74440","61.27382","78.35044","66.01502","65.68144","56.30526","57.60630","64.27607","70.65330","77.99389","71.27301","58.20575","68.04654","74.60094","60.34720","81.30140","80.85290","67.89199","52.18782","85.49897","54.38464","67.72536","64.98252","68.57689","70.34145","75.95944","73.79600","71.79124","70.66057","72.32111","58.01445","73.26713","60.88063","67.22493","73.84816","73.67969","83.08183","66.67236","74.11933","64.98751","88.78090","74.79943","69.89238","67.40703","70.53249","60.19779","71.29873","61.21982","59.54881","67.20007","72.55086","60.63788","73.73478","73.90841","70.74758","67.61960","54.68804","60.49038","70.65621"
"2008","66.36159","58.79538","74.28480","68.43033","74.62579","76.66968","61.01134","59.49549","73.28863","64.31850","69.94269","75.39690","72.10930","78.45587","73.16559","72.16577","62.03826","75.94535","62.15550","68.04669","69.63081","71.43250","70.60731","72.98860","75.50019","83.20540","68.52036","68.95894","56.62439","69.47143","77.65235","87.02250","72.29893","78.59288","65.58565","66.58321","62.72142","67.97823","65.83204","72.55590","58.46226","66.04674","58.73758","57.87996","71.11573","72.55111","67.54206","72.53885","69.11280","59.60275","74.74015","64.05203","62.08369","81.73246","76.81142","68.75798","61.61048","78.05113","67.60005","65.67017","56.28839","58.54501","64.25522","68.56872","78.17552","71.17212","58.23270","68.05432","70.25125","60.28470","81.34732","77.76022","68.12652","52.40551","85.48293","54.42433","67.72858","64.79437","68.56868","70.33908","75.76423","73.85413","71.72299","70.63505","72.32079","58.01445","74.16110","60.86523","67.18347","73.83970","73.51918","79.70038","66.62769","74.17936","64.99430","88.79218","74.78961","69.88341","67.45085","70.62181","60.20831","71.31508","61.21845","59.56597","67.20662","72.49086","60.60968","73.73478","73.92142","70.73895","67.61916","54.61524","62.67582","70.18471"
"2009"," 65.80162"," 58.79008"," 74.28311"," 68.28524"," 74.73863"," 76.75935"," 61.01134"," 59.60915"," 73.42807"," 64.32710"," 69.76972"," 74.78048"," 72.23492"," 78.45587"," 73.12895"," 72.15055"," 62.04067"," 75.94535"," 63.61116"," 68.07590"," 69.44477"," 71.44535"," 71.25991"," 73.37574"," 70.92796"," 83.14681"," 68.51873"," 68.97607"," 56.62926"," 69.51274"," 76.31733"," 85.89594"," 72.31676"," 78.67066"," 65.58066"," 66.61596"," 62.71182"," 68.71385"," 65.87634"," 72.53970"," 58.46681"," 65.78539"," 61.24295"," 57.88347"," 71.09120"," 71.27640"," 67.47544"," 72.53917"," 69.30344"," 59.60275"," 72.76212"," 64.04964"," 62.41005"," 71.83265"," 77.18133"," 68.74893","100.00000"," 79.13615"," 66.10219"," 65.65514"," 56.26478"," 57.60914"," 63.35981"," 68.60342"," 78.39346"," 71.17212"," 60.30202"," 68.08026"," 74.54059"," 60.27618"," 81.34732"," 77.76022"," 85.23027"," 52.18656"," 85.50699"," 54.47284"," 67.83822"," 64.77869"," 68.56868"," 70.33849"," 75.73634"," 73.88320"," 71.70593"," 70.45646"," 72.32082"," 58.01445"," 75.41266"," 55.77200"," 66.84173"," 73.80587"," 73.67971"," 85.84847"," 66.63407"," 74.27940"," 64.98921"," 88.80346"," 74.77979"," 69.86547"," 67.47276"," 70.67763"," 60.22407"," 71.32326"," 61.21388"," 59.58314"," 67.20531"," 72.68587"," 60.58461"," 73.76195"," 73.91275"," 70.72744"," 67.61742"," 54.61524"," 62.66845"," 70.23709"
"2010"," 65.84554"," 58.79114"," 74.28452"," 68.38887"," 74.70102"," 76.78177"," 61.01134"," 59.61757"," 73.42226"," 64.33355"," 69.72167"," 75.06067"," 91.39322"," 90.68203"," 93.18985"," 71.71702"," 62.04067"," 76.09459"," 62.14503"," 68.10186"," 69.25873"," 71.54810"," 70.60731"," 73.54166"," 75.61285"," 83.12337"," 68.52063"," 68.97729"," 56.62845"," 69.54278"," 76.52189"," 87.02250"," 72.31676"," 78.70177"," 65.57966"," 66.62619"," 62.71822"," 68.95905"," 65.85173"," 72.06817"," 58.46869"," 65.78747"," 58.81175"," 57.88347"," 71.07076"," 71.31066"," 67.40882"," 72.54114"," 69.13368"," 59.70180"," 72.82422"," 64.04666"," 62.43928"," 71.53564"," 77.36629"," 68.76251"," 62.45214"," 79.77220"," 66.11465"," 66.70232"," 56.24116"," 57.61198"," 64.25291"," 68.63316"," 77.77595"," 71.19374"," 58.27890"," 69.52874"," 74.54921"," 60.26481"," 81.39325"," 77.79561"," 68.59557"," 52.18750"," 85.55511"," 54.51253"," 67.83500"," 64.71597"," 68.55500"," 70.33967"," 75.82000"," 73.95587"," 71.89361"," 70.17580"," 72.30735"," 58.01445"," 76.84302"," 60.83442"," 67.13510"," 73.75935"," 73.52751","100.00000"," 66.63407"," 74.34943"," 64.98581"," 88.83729"," 74.77325"," 69.86547"," 67.49467"," 70.72229"," 60.17677"," 71.33962"," 61.08211"," 59.60154"," 67.20269"," 72.85087"," 60.55327"," 73.77923"," 73.94746"," 70.70873"," 67.61655"," 54.61524"," 62.64635"," 70.44665"
"2011"," 65.91142"," 58.78796"," 74.28508"," 68.30597"," 74.88908"," 76.87144"," 61.01134"," 59.64493"," 73.28862"," 64.31850"," 69.70245"," 75.28483"," 72.69550"," 78.95134"," 73.53203"," 72.14547"," 62.04547"," 76.24382"," 62.17225"," 68.14079"," 68.51456"," 71.55239"," 70.62104"," 73.62462"," 75.55652"," 83.06478"," 68.52172"," 68.97851"," 56.63170"," 69.54278"," 76.43325"," 85.97766"," 72.33014"," 80.19375"," 65.57866"," 66.93695"," 62.74381","  0.00000"," 65.83696"," 72.55793"," 58.47030"," 65.78903"," 58.80247"," 57.88425"," 70.40503"," 71.37062"," 67.27558"," 72.54376"," 69.13517"," 59.71595"," 72.88631"," 64.04458"," 62.48312"," 71.23862"," 77.44027"," 68.76704"," 60.93716"," 79.62254"," 66.13457"," 65.63635"," 56.22092"," 57.61625"," 64.21817"," 68.66290"," 78.82935"," 71.19374"," 58.40596"," 68.06988"," 74.53197"," 60.25629"," 81.57696"," 80.85325"," 69.90222"," 52.19379"," 85.63531"," 54.53458"," 67.83177"," 64.57486"," 68.59057"," 70.34441"," 76.34985"," 75.79990"," 72.18366"," 70.02272"," 72.32038"," 58.01445","100.00000"," 60.81902"," 67.13856"," 74.61706"," 73.58702"," 86.46328"," 66.63407"," 74.44947"," 65.00108"," 88.83729"," 74.76343"," 69.86547"," 67.60422"," 70.82278"," 60.13998"," 71.34371"," 61.08211"," 59.65059"," 67.21186"," 72.95587"," 60.57208"," 73.80393"," 73.97783"," 70.24730"," 67.61742"," 54.68804"," 60.49035"," 70.70860"
"2012"," 65.72476"," 58.70426"," 74.38700"," 67.99507"," 79.81156"," 76.92748"," 61.01134"," 59.65545"," 73.41208"," 64.32495"," 69.68804"," 75.50898"," 72.82112"," 79.49635"," 73.67860"," 72.14293"," 62.05507"," 78.07763"," 62.17644"," 69.20084"," 68.51456"," 71.55667"," 70.63674"," 73.76289"," 75.47203"," 83.04135"," 68.52308"," 68.98708"," 56.61056"," 69.61789"," 76.52189"," 85.99400"," 72.39704"," 78.84177"," 65.57766"," 66.68349"," 62.75021"," 71.65629"," 65.81727"," 72.55793"," 58.47164"," 65.79163"," 58.86274"," 57.88542"," 70.95221"," 71.43057"," 67.14234"," 72.54376"," 69.11877"," 59.71595"," 73.03120"," 64.04249"," 62.40518"," 71.26562"," 81.63472"," 68.78062","100.00000"," 80.18376"," 66.14454"," 65.67017"," 56.23104"," 57.62051"," 64.23669"," 68.78681"," 78.82935"," 71.44956"," 58.42136"," 68.08285"," 74.48886"," 60.24634"," 81.66882"," 78.11404"," 70.00274"," 52.19536"," 85.69946"," 54.59633"," 67.81887"," 64.41806"," 68.58236"," 70.34560"," 76.34985"," 74.17387"," 72.43958"," 69.79310"," 72.32020"," 58.01445"," 83.10083"," 60.81132"," 67.11091"," 73.83125"," 73.67978"," 89.22993"," 66.66598"," 74.50950"," 64.99769"," 88.80346"," 74.75688"," 69.87893"," 67.62613"," 70.86744"," 60.16100"," 71.33757"," 61.08211"," 60.11856"," 67.21448"," 73.06088"," 60.54074"," 73.82122"," 74.00386"," 70.72024"," 67.61742","  0.00000"," 62.64267"," 70.91815"
"2013","65.61497","58.70532","74.28677","67.53908","75.18999","77.06199","61.01134","59.66808","73.39754","65.66356","69.66401","75.73314","72.82112","80.14046","73.86182","72.14040","62.13911","76.36321","62.17434","69.20090","67.58435","73.53274","70.64655","73.92881","75.40161","83.00619","68.52417","69.01155","56.61625","69.64042","76.60371","86.02669","72.41488","78.98178","65.56268","66.68963","62.78221","70.92068","65.76804","72.06819","58.47325","65.79371","58.81175","57.88582","70.89907","71.55048","66.17637","72.54507","69.11728","59.74425","73.10020","64.03116","62.48312","71.23862","81.63453","68.77156","62.28381","80.22117","67.60018","66.70236","56.24454","57.62620","64.19732","68.81655","78.90200","71.47838","58.45216","68.09323","74.41988","60.23640","81.89846","78.27325","85.23195","52.19694","85.73956","54.60515","67.78663","64.12015","67.39862","70.35271","80.58448","74.37734","72.64432","69.56348","72.31982","58.01445","84.70998","60.79592","66.84166","73.83125","73.67978","89.53733","66.66598","74.55952","65.02144","88.79218","74.73070","69.88565","67.62613","70.87860","60.26087","71.33348","61.21617","59.68492","67.21972","73.15088","60.50940","73.84344","74.02989","70.72600","67.61873","54.90646","62.62794","72.80416"
"2014","65.54909","58.70638","74.28818","67.70489","75.41567","77.09561","61.01134","59.69966","73.38736","64.33571","69.48624","76.51768","91.39363","79.19907","73.97175","72.13363","62.14391","76.45275","62.18062","68.26735","67.39830","71.68083","70.63674","74.01177","75.33120","82.95932","68.52444","69.02134","56.62032","69.65169","76.54234","86.02669","72.43272","78.98178","65.56068","66.69576","62.80141"," 0.00000","65.65481","72.57008","58.47513","65.79475","58.80247","57.88464","70.87455","71.57617","66.04313","72.54868","69.11877","59.76783","73.16230","64.02967","61.98140","71.34663","77.29231","68.77609","62.45214","80.29600","66.13457","65.71525","56.25128","57.64041","63.35976","68.84133","78.03022","71.49640","58.47141","68.10879","70.25108","60.23640","82.03624","78.36171","70.40478","52.40552","85.77966","54.63161","67.60927","64.22991","68.56594","70.35685","76.54506","74.47908","72.61020","69.41039","72.31964","58.01445","85.42516","60.78821","67.05218","73.81856","73.60011","88.92252","67.35443","74.60954","65.03501","88.74707","74.72415","69.88117","73.85326","70.26453","60.31343","71.33144","61.21160","59.69473","67.22365","73.30088","60.47807","73.86567","74.08196","70.71880","67.61960","55.19769","62.62057","72.90893"
"2015"," 65.38439"," 58.69579"," 74.28987"," 67.62199"," 75.64135"," 77.08440"," 61.01134"," 59.72281"," 73.38009"," 64.32710"," 69.49585"," 76.29352"," 73.11422"," 79.89273"," 74.26490"," 72.12602"," 62.14871"," 76.54229"," 63.61120"," 68.30304"," 66.56111"," 73.53286"," 71.25995"," 73.32044"," 75.31712"," 82.95932"," 68.52608"," 69.03112"," 56.62357"," 69.68924"," 77.65290"," 86.14110"," 72.45948"," 78.98178"," 65.56068"," 66.68758"," 62.80461"," 69.69466"," 65.63019"," 72.56806"," 58.48397"," 65.79839"," 58.86274"," 57.89089"," 70.85002"," 71.66182"," 65.94320"," 72.54933"," 69.13218"," 59.78670"," 73.26579"," 64.02788"," 61.99601"," 81.73165"," 77.44027"," 68.76251","100.00000"," 80.25859"," 66.14454"," 65.72277"," 56.26478"," 57.64326"," 64.27607"," 68.92559"," 78.50243"," 71.47838"," 58.56766"," 69.52879"," 74.17847"," 60.23214"," 82.26588"," 78.45016"," 70.43829"," 52.19945"," 86.13220"," 54.66689"," 67.59314"," 64.18287"," 68.56047"," 70.61489"," 76.85182"," 75.80048"," 72.57608"," 68.79806"," 72.30735"," 58.01445"," 85.96154"," 60.74971"," 67.03836"," 73.81010"," 73.60487"," 90.76695"," 66.74254"," 74.65956"," 65.03161"," 88.69068"," 74.71434"," 69.89687"," 67.62613"," 70.29803"," 60.32920"," 71.30281"," 61.21115"," 59.70822"," 67.22758"," 73.48089"," 60.39973"," 74.22096"," 74.07328"," 70.67420"," 67.61916"," 55.85295"," 62.57638","100.00000"
"2016"," 65.24166"," 58.69473"," 74.29184"," 67.55981"," 76.01749"," 77.10682"," 61.01134"," 59.73544"," 73.28857"," 64.33571"," 67.38863","100.00000"," 73.36545"," 79.99182"," 74.37483"," 72.11840"," 62.15592"," 76.78107"," 62.14503"," 68.36145"," 66.28205"," 71.70652"," 70.64851"," 72.96094"," 75.27487"," 82.94760"," 68.52989"," 69.04581"," 56.72115"," 69.71929"," 76.79463"," 86.23916"," 72.48177"," 78.87289"," 65.00793"," 66.68349"," 62.83341","100.00000"," 65.62527"," 72.57819"," 58.48639"," 65.80307"," 59.12696"," 57.89558"," 70.78053"," 71.68752"," 65.80997"," 72.55359"," 69.15156"," 59.89046"," 74.74097"," 64.02639"," 62.09343"," 71.34663"," 77.47727"," 68.76251"," 62.78881"," 80.18376"," 67.60018"," 66.70243"," 56.20405"," 57.64610"," 64.26449"," 68.96524"," 78.75670"," 72.68783"," 60.30237"," 68.12695"," 74.16123"," 60.20941"," 83.78013"," 78.62706"," 70.70632"," 52.20197"," 85.86787"," 54.67571"," 67.56735"," 64.13583"," 68.51395"," 70.36515"," 76.90759"," 74.66802"," 77.99622"," 68.64498"," 72.30735"," 58.01445"," 86.31913"," 60.71890"," 67.00726"," 73.80587"," 73.61202"," 93.53360"," 66.80635"," 75.39918"," 65.05366"," 88.67941"," 74.71434"," 69.97310"," 67.64804"," 70.38735"," 63.43768"," 71.29873"," 61.20658"," 59.72293"," 67.23152"," 73.60089"," 60.37466"," 73.91259"," 74.08629"," 70.24724"," 67.61394","  0.00000"," 62.49535"," 73.32805"
"2017","63.14640","58.24175","74.29466","66.62710","76.20556","77.21891","61.01134","59.77122","73.37137","64.34216","69.42378","77.47033","73.78416","80.38820","93.19095","71.71698","62.15832","76.84077","62.16597","68.41337","65.90996","71.70652","70.65832","77.29891","70.92768","82.86557","68.53070","69.04581","56.72522","69.73806","76.93101","86.33722","72.56651","78.84177","65.54470","66.67325","64.47321","71.90149","65.63019","72.57008","58.62459","65.81035","59.13623","57.88464","70.75600","71.74747","63.31409","72.55589","69.16498","59.91876","73.52107","64.02281","62.27854","81.73192","77.86567","71.28638","62.78881","80.37083","66.16695","65.79415","56.20743","57.65747","64.24827","68.99002","79.30157","71.51441","58.62156","68.11916","74.11812","60.19521","82.44959","78.87473","70.80683","52.20543","85.94807","54.68453","67.54155","64.12015","68.50300","70.36456","77.10280","74.68255","73.17323","67.93060","72.31893","58.01445","86.67672","55.77185","67.00726","73.80164","73.61559","96.91505","67.35456","74.71959","65.06045","88.64557","74.69797","70.63395","67.69186","70.26453","60.35022","71.30077","61.20156","59.73765","67.23807","77.72211","60.35586","73.93234","74.11666","70.63391","67.62177","55.34330","60.49016","73.58999"
"2018","64.94521","58.70638","74.29833","61.22283","76.35601","77.34221","61.01134","59.77332","73.36555","64.34646","69.39975","77.13410","74.62159","90.68352","74.59469","72.11079","62.17272","76.99000","63.61118","68.53018","64.88673","71.70652","70.70147","73.84585","75.27487","82.80698","68.53152","69.04703","56.71058","71.13371","76.95146","86.41894","72.54421","78.90400","65.54570","66.67735","62.82061","71.65629","65.64004","72.53159","58.48933","65.81139","59.15014","57.88542","70.74783","71.79029","65.21040","72.55785","69.17393","59.85745","73.54867","64.02252","62.30289","71.45463","78.77196","68.75798","64.47212","80.55791","66.17193","65.85802","56.21080","57.64468","63.35978","69.05445","79.33789","71.50360","58.62926","68.12176","74.05777","60.17816","82.54145","79.05164","70.80683","52.20606","85.98817","54.68894","67.52542","64.08880","68.50027","70.36515","77.21435","74.72615","73.19030","62.34845","72.31881","58.01445","86.49793","60.68040","67.01072","73.79741","73.59178","97.52986","66.85739","74.77961","65.05027","88.60046","74.69143","69.98656","67.70281","70.42084","60.36073","71.30077","61.19745","59.76830","67.23938","73.99090","60.32766","73.94469","74.19042","70.61808","67.62090","55.19769","62.46589","73.43282"
"2019"," 64.85737"," 58.70426"," 74.30086"," 66.17112"," 79.81344"," 77.42067"," 61.01134"," 59.77753"," 73.35828"," 65.66358"," 69.40936","100.00000"," 74.87282"," 80.53684"," 74.63134"," 72.10910"," 63.54476"," 77.04970"," 63.61118"," 68.53343"," 64.60767"," 71.72364"," 70.73286"," 74.01177"," 75.24670"," 82.73667"," 68.53370"," 69.50539"," 56.70082"," 71.13371"," 77.02647"," 86.51700"," 72.50853"," 78.96622"," 65.54270"," 66.68963"," 62.91340"," 71.41108"," 65.74342"," 72.52754"," 58.49443"," 65.80931"," 59.17332"," 57.88621"," 70.72739"," 71.71321"," 65.11047"," 72.55883"," 69.30350"," 59.81972"," 73.58317"," 64.02162"," 62.43928"," 71.45463"," 78.75347"," 68.76704"," 64.97712"," 80.78239"," 66.21926"," 65.85802"," 56.23779"," 57.64752"," 64.15563"," 69.08419"," 79.77378"," 71.52522"," 58.64081"," 69.52879"," 74.08363"," 60.17390"," 82.49552"," 80.85431"," 70.77333"," 52.20700"," 86.00421"," 54.72422"," 67.48028"," 64.02608"," 68.48385"," 70.36574"," 77.49322"," 74.76975"," 73.25854"," 67.52238"," 72.31878"," 58.01445"," 86.49793"," 60.65729"," 67.01763"," 73.79741"," 73.67978","100.00000"," 66.85739"," 74.83964"," 65.03840"," 88.52152"," 74.64561"," 69.96638"," 67.71377"," 71.20239"," 60.35022"," 71.29259"," 61.08210"," 59.77934"," 67.93711"," 74.65092"," 60.18038"," 73.95951"," 74.20344"," 70.61088"," 67.61699"," 53.66875"," 62.45484"," 73.53760"
